,Airport_From,Airport_To
101,MELBOURNE,CAIRNS
102,NEWCASTLE,BRISBANE
104,SYDNEY,FLINDERS ISLAND
105,PERTH,BRISBANE
106,DUBBO,ADELAIDE
107,MELBOURNE,BRISBANE
108,PORT HEDLAND,BRISBANE
109,SYDNEY,MELBOURNE
110,SYDNEY,CANBERRA
111,ALBURY,PERTH
114,ADELAIDE,PORT MACQUARIE
115,HOBART,MELBOURNE
116,THURSDAY ISLAND,BRISBANE
117,BRISBANE,SYDNEY
118,CANBERRA,DUBBO
119,GOLD COAST,COFFS HARBOUR
120,MELBOURNE,TAMWORTH
121,MELBOURNE,MACKAY
122,MACKAY,MELBOURNE
123,BRISBANE,MELBOURNE
124,ADELAIDE,TOWNSVILLE
125,TOWNSVILLE,CAIRNS
126,GOVE,SYDNEY
127,ADELAIDE,CANBERRA
128,MELBOURNE,EMERALD
129,PERTH,BRISBANE
130,ROCKHAMPTON,SYDNEY
131,MOUNT ISA,ALBURY
132,ADELAIDE,NEWCASTLE
133,BRISBANE,KARRATHA
134,SYDNEY,LONGREACH
135,DARWIN,BRISBANE
136,ADELAIDE,SYDNEY
137,SYDNEY,MACKAY
138,PERTH,BRISBANE
139,CAIRNS,TOWNSVILLE
140,BROKEN HILL,CANBERRA
141,ADELAIDE,PERTH
142,SYDNEY,ADELAIDE
143,SYDNEY,PERTH
144,BRISBANE,TOWNSVILLE
145,SYDNEY,BRISBANE
146,MELBOURNE,BRISBANE
147,BRISBANE,PERTH
148,AYERS ROCK,ADELAIDE
149,MELBOURNE,PORT LINCOLN
150,CANBERRA,PERTH
151,CAIRNS,MELBOURNE
152,BRISBANE,TOWNSVILLE
153,AYERS ROCK,GOLD COAST
154,BRISBANE,MOUNT ISA
155,ROCKHAMPTON,WAGGA WAGGA
156,PALM ISLAND,BRISBANE
157,SYDNEY,NORFOLK ISLAND
158,ESSENDON FIELDS,BRISBANE
159,ADELAIDE,MELBOURNE
160,ADELAIDE,MELBOURNE
161,SYDNEY,CANBERRA
165,CAIRNS,SYDNEY
166,ESSENDON FIELDS,SYDNEY
168,EMERALD,ADELAIDE
169,DARWIN,PERTH
170,SYDNEY,PORT LINCOLN
171,BROKEN HILL,SYDNEY
172,SYDNEY,MELBOURNE
173,MACKAY,MORANBAH
174,ADELAIDE,SYDNEY
175,MELBOURNE,SUNSHINE COAST
176,BRISBANE,ADELAIDE
177,MELBOURNE,MOUNT ISA
178,BRISBANE,CANBERRA
179,MELBOURNE,SYDNEY
180,TOWNSVILLE,ADELAIDE
182,PERTH,HOBART
183,DARWIN,ADELAIDE
184,SYDNEY,CHARLEVILLE
185,ADELAIDE,CANBERRA
187,HOBART,HERVEY BAY
188,MELBOURNE,PERTH
189,BRISBANE,HOBART
190,SYDNEY,BRISBANE
191,ESSENDON FIELDS,HOBART
192,SYDNEY,BRISBANE
193,COOKTOWN,BRISBANE
195,AYERS ROCK,GRIFFITH
197,DARWIN,SYDNEY
198,CLONCURRY,SYDNEY
199,CANBERRA,ADELAIDE
200,WHYALLA,DARWIN
201,BRISBANE,MELBOURNE
202,ADELAIDE,SYDNEY
203,ROCKHAMPTON,PERTH
204,BRISBANE,SYDNEY
205,PERTH,SYDNEY
206,BRISBANE,CANBERRA
207,GOLD COAST,MELBOURNE
209,CANBERRA,MELBOURNE
210,BRISBANE,KARRATHA
211,GOLD COAST,ADELAIDE
212,NEWCASTLE,SYDNEY
213,SYDNEY,GLADSTONE
214,CANBERRA,BRISBANE
215,MELBOURNE,BRISBANE
216,PERTH,BROKEN HILL
217,PERTH,BRISBANE
218,KING ISLAND,LAUNCESTON
219,SYDNEY,HOBART
220,HOBART,BRISBANE
221,PERTH,MELBOURNE
222,PORT LINCOLN,SYDNEY
223,MELBOURNE,BRISBANE
224,AYERS ROCK,HAMILTON ISLAND
225,BRISBANE,PORT HEDLAND
226,SYDNEY,MOUNT ISA
227,BURNIE,SYDNEY
228,SYDNEY,CANBERRA
229,ALICE SPRINGS,PERTH
230,BRISBANE,COFFS HARBOUR
231,SUNSHINE COAST,DARWIN
232,PALM ISLAND,GOLD COAST
233,HAMILTON ISLAND,ADELAIDE
234,WEIPA,CAIRNS
235,CANBERRA,KALGOORLIE
236,BRISBANE,BURNIE
237,MELBOURNE,GLADSTONE
238,BRISBANE,TOWNSVILLE
239,BRISBANE,SYDNEY
241,MELBOURNE,GOLD COAST
242,CANBERRA,PERTH
243,MELBOURNE,MILDURA
244,CAIRNS,SYDNEY
245,ADELAIDE,BRISBANE
246,LOCKHART RIVER,DARWIN
247,BRISBANE,MELBOURNE
248,MELBOURNE,ADELAIDE
250,DARWIN,SYDNEY
252,BRISBANE,HOBART
253,BRISBANE,CANBERRA
254,HAMILTON ISLAND,SYDNEY
255,ROMA,ADELAIDE
256,NEWMAN,ADELAIDE
257,CANBERRA,SYDNEY
258,SYDNEY,MELBOURNE
259,THURSDAY ISLAND,OLYMPIC DAM
260,ADELAIDE,SYDNEY
261,SYDNEY,TOOWOOMBA WELLCAMP
262,SYDNEY,WAGGA WAGGA
263,WEIPA,MACKAY
264,EMERALD,SYDNEY
265,MELBOURNE,SYDNEY
266,BRISBANE,LOCKHART RIVER
267,MELBOURNE,GRIFFITH
268,PERTH,BRISBANE
269,SYDNEY,BRISBANE
270,HOBART,MOUNT ISA
271,BRISBANE,PERTH
272,MELBOURNE,CAIRNS
273,CAIRNS,ADELAIDE
274,DARWIN,ESSENDON FIELDS
275,SYDNEY,CANBERRA
276,LONGREACH,MELBOURNE
277,MELBOURNE,PORT MACQUARIE
278,PERTH,MELBOURNE
281,KINGSCOTE,MELBOURNE
282,BRISBANE,MELBOURNE
283,ADELAIDE,GOVE
284,BRISBANE,NEWCASTLE
285,HOBART,PERTH
286,SYDNEY,DARWIN
287,BRISBANE,SYDNEY
288,ADELAIDE,PERTH
289,MELBOURNE,BRISBANE
290,SYDNEY,BRISBANE
291,SYDNEY,BRISBANE
292,MELBOURNE,SYDNEY
293,COFFS HARBOUR,MACKAY
294,NEWMAN,CANBERRA
296,MELBOURNE,CANBERRA
297,SYDNEY,BRISBANE
298,PERTH,BRISBANE
300,SYDNEY,PERTH
301,ROCKHAMPTON,DARWIN
303,ROCKHAMPTON,SYDNEY
304,CANBERRA,SYDNEY
305,NEWCASTLE,MELBOURNE
307,MELBOURNE,MOUNT ISA
308,SYDNEY,CANBERRA
310,MELBOURNE,MACKAY
311,SYDNEY,COFFS HARBOUR
312,ROMA,AYERS ROCK
313,BRISBANE,GOLD COAST
314,BRISBANE,MELBOURNE
315,HAMILTON ISLAND,SYDNEY
316,GOLD COAST,SYDNEY
317,CAIRNS,TOWNSVILLE
318,BRISBANE,MELBOURNE
319,KALGOORLIE,CANBERRA
320,CANBERRA,BRISBANE
321,BATHURST ISLAND,SYDNEY
322,THURSDAY ISLAND,MELBOURNE
323,PERTH,BRISBANE
324,MELBOURNE,SYDNEY
325,PARKES,SYDNEY
326,NEWMAN,PORT HEDLAND
327,SYDNEY,BRISBANE
328,BUNDABERG,SYDNEY
329,MELBOURNE,SYDNEY
331,GOLD COAST,DUBBO
332,NEWCASTLE,MELBOURNE
337,CAIRNS,SYDNEY
338,THURSDAY ISLAND,DARWIN
339,SYDNEY,GOLD COAST
340,ADELAIDE,GOLD COAST
341,CANBERRA,MELBOURNE
342,GOLD COAST,BRISBANE
343,SYDNEY,THURSDAY ISLAND
344,SYDNEY,BRISBANE
345,MELBOURNE,ARMIDALE
346,DEVONPORT,NEWCASTLE
347,BRISBANE,SYDNEY
348,PERTH,SYDNEY
349,SYDNEY,BALLINA
350,TOWNSVILLE,HOBART
352,PORT MACQUARIE,MELBOURNE
353,BRISBANE,SYDNEY
355,PERTH,HOBART
356,DEVONPORT,KING ISLAND
357,PERTH,MELBOURNE
358,BRISBANE,CANBERRA
360,BRISBANE,KINGSCOTE
362,SYDNEY,MELBOURNE
363,SYDNEY,GOLD COAST
364,LAUNCESTON,ADELAIDE
365,BRISBANE,MERIMBULA
366,MELBOURNE,SYDNEY
367,CANBERRA,SYDNEY
368,MELBOURNE,ADELAIDE
369,ROCKHAMPTON,BRISBANE
370,MELBOURNE,TOWNSVILLE
371,BRISBANE,MELBOURNE
373,ADELAIDE,SYDNEY
374,SYDNEY,SUNSHINE COAST
376,MELBOURNE,BRISBANE
378,SYDNEY,MELBOURNE
379,BRISBANE,COOKTOWN
380,SUNSHINE COAST,GOLD COAST
381,SYDNEY,MELBOURNE
382,MOREE,MELBOURNE
383,PERTH,CANBERRA
384,SUNSHINE COAST,MELBOURNE
385,MELBOURNE,KUNUNURRA
386,SYDNEY,ADELAIDE
387,MELBOURNE,PARABURDOO
388,TOWNSVILLE,SYDNEY
389,TOWNSVILLE,PORT LINCOLN
390,DARWIN,NEWCASTLE
391,BRISBANE,NEWCASTLE
392,GOLD COAST,CAIRNS
393,MELBOURNE,BUNDABERG
394,ADELAIDE,WOLLONGONG
395,MELBOURNE,FLINDERS ISLAND
396,MELBOURNE,MACKAY
397,SYDNEY,DEVONPORT
398,ADELAIDE,SYDNEY
399,SUNSHINE COAST,PORT LINCOLN
400,MELBOURNE,ORANGE
401,BROKEN HILL,MELBOURNE
402,MELBOURNE,MERIMBULA
403,BRISBANE,PALM ISLAND
404,SYDNEY,PERTH
406,HERVEY BAY,KINGSCOTE
407,BRISBANE,SYDNEY
408,TOWNSVILLE,BRISBANE
409,BRISBANE,KINGSCOTE
410,SYDNEY,ADELAIDE
411,MELBOURNE,ORANGE
412,MELBOURNE,SYDNEY
413,ADELAIDE,BRISBANE
414,CANBERRA,CAIRNS
415,BRISBANE,SYDNEY
416,MACKAY,COFFS HARBOUR
417,MELBOURNE,WAGGA WAGGA
418,SYDNEY,PORT LINCOLN
420,HOBART,MELBOURNE
422,BRISBANE,GROOTE EYLANDT
423,MELBOURNE,MILDURA
424,CAIRNS,MELBOURNE
425,PERTH,PORT LINCOLN
426,BURNIE,BRISBANE
427,DARWIN,PERTH
428,ADELAIDE,BRISBANE
429,MELBOURNE,BRISBANE
430,ADELAIDE,CAIRNS
431,PERTH,SYDNEY
432,COFFS HARBOUR,HOBART
433,SYDNEY,BRISBANE
435,MELBOURNE,PALM ISLAND
436,SYDNEY,BRISBANE
437,MELBOURNE,TOWNSVILLE
438,PERTH,MELBOURNE
439,BRISBANE,SYDNEY
441,PERTH,EMERALD
442,PERTH,BRISBANE
443,PERTH,BRISBANE
444,SYDNEY,HOBART
445,SYDNEY,WAGGA WAGGA
446,BRISBANE,MOUNT GAMBIER
447,PORT LINCOLN,MELBOURNE
448,GOLD COAST,KING ISLAND
450,SYDNEY,THURSDAY ISLAND
451,WHYALLA,SYDNEY
452,BRISBANE,LAUNCESTON
453,CAIRNS,MELBOURNE
454,PALM ISLAND,DARWIN
455,ALBURY,GOLD COAST
456,ADELAIDE,BRISBANE
457,GOLD COAST,GLADSTONE
458,SYDNEY,MELBOURNE
459,SYDNEY,BRISBANE
460,MOUNT ISA,MELBOURNE
461,GOLD COAST,SYDNEY
462,TOWNSVILLE,HOBART
464,KARRATHA,SYDNEY
465,GLADSTONE,SYDNEY
466,GLADSTONE,HERVEY BAY
467,CAIRNS,BRISBANE
468,CANBERRA,BRISBANE
469,WOLLONGONG,BATHURST ISLAND
470,MELBOURNE,ADELAIDE
471,NEWCASTLE,BURNIE
473,MELBOURNE,KING ISLAND
475,MORNINGTON ISLAND,MELBOURNE
476,MELBOURNE,SYDNEY
477,CANBERRA,SYDNEY
478,SYDNEY,ADELAIDE
479,NEWCASTLE,ADELAIDE
480,BRISBANE,LOCKHART RIVER
481,PERTH,HOBART
482,NEWMAN,MACKAY
483,SYDNEY,PORT HEDLAND
484,ADELAIDE,ESSENDON FIELDS
485,ADELAIDE,BRISBANE
486,CANBERRA,ADELAIDE
487,GOLD COAST,CAIRNS
489,BRISBANE,HOBART
490,PERTH,SYDNEY
491,HOBART,BUNDABERG
492,MELBOURNE,ALICE SPRINGS
493,MELBOURNE,BRISBANE
494,KING ISLAND,GOLD COAST
495,SYDNEY,ALBANY
496,BURNIE,SYDNEY
499,ADELAIDE,BATHURST ISLAND
500,GOLD COAST,NEWCASTLE
501,ALBURY,BRISBANE
502,GOLD COAST,MELBOURNE
503,GOLD COAST,MELBOURNE
504,CANBERRA,DEVONPORT
505,ALBURY,NEWCASTLE
506,TOWNSVILLE,MELBOURNE
507,BRISBANE,MELBOURNE
508,MELBOURNE,ORANGE
509,GOLD COAST,PERTH
510,SYDNEY,MELBOURNE
511,SYDNEY,ADELAIDE
512,BRISBANE,SYDNEY
513,CANBERRA,PERTH
514,BRISBANE,PERTH
515,BRISBANE,MELBOURNE
516,MORANBAH,SYDNEY
517,TOWNSVILLE,SYDNEY
518,SYDNEY,PERTH
519,CANBERRA,SYDNEY
520,WEIPA,BRISBANE
521,MELBOURNE,TAMWORTH
522,PERTH,BRISBANE
523,SYDNEY,BRISBANE
524,THURSDAY ISLAND,CAIRNS
525,MELBOURNE,CAIRNS
526,SYDNEY,BRISBANE
527,ESSENDON FIELDS,CAIRNS
528,PORT MACQUARIE,MELBOURNE
529,MELBOURNE,PERTH
530,BRISBANE,SYDNEY
531,CAIRNS,BROKEN HILL
532,NEWMAN,SYDNEY
533,BALLINA,BRISBANE
534,LAUNCESTON,ALBURY
535,SYDNEY,CAIRNS
536,MELBOURNE,SYDNEY
537,BRISBANE,ALBURY
538,MELBOURNE,CANBERRA
539,EMERALD,KARRATHA
540,MACKAY,MELBOURNE
541,MELBOURNE,COFFS HARBOUR
542,MELBOURNE,ADELAIDE
543,FLINDERS ISLAND,BRISBANE
544,BUNDABERG,NEWMAN
545,PARKES,LAUNCESTON
546,CAIRNS,SYDNEY
547,BURNIE,TOWNSVILLE
548,BRISBANE,SYDNEY
551,BRISBANE,MELBOURNE
552,DARWIN,BROOME
553,GOLD COAST,MELBOURNE
554,SYDNEY,ALBURY
556,BRISBANE,WAGGA WAGGA
557,SYDNEY,GOLD COAST
558,ROMA,CANBERRA
559,CHARLEVILLE,MELBOURNE
560,MILDURA,BAMAGA
562,SYDNEY,PERTH
563,MELBOURNE,PORT LINCOLN
564,CANBERRA,GOLD COAST
565,MELBOURNE,BRISBANE
566,ADELAIDE,CAIRNS
567,ADELAIDE,BRISBANE
568,MELBOURNE,SYDNEY
569,ADELAIDE,GOLD COAST
570,PERTH,BRISBANE
571,PERTH,CAIRNS
572,SYDNEY,HOBART
573,MELBOURNE,SYDNEY
574,SYDNEY,BRISBANE
575,SYDNEY,CAIRNS
576,MELBOURNE,TOWNSVILLE
577,SYDNEY,DEVONPORT
579,PERTH,BRISBANE
580,CANBERRA,MANINGRIDA
581,CAIRNS,BAMAGA
583,HOBART,SYDNEY
584,CANBERRA,SYDNEY
585,SYDNEY,CANBERRA
586,SYDNEY,MACKAY
587,SYDNEY,CAIRNS
588,CANBERRA,MELBOURNE
589,PERTH,MELBOURNE
590,MELBOURNE,CAIRNS
591,SYDNEY,BURNIE
592,SYDNEY,KING ISLAND
593,BRISBANE,SYDNEY
594,BURNIE,PERTH
595,SYDNEY,WOLLONGONG
596,MELBOURNE,DARWIN
597,HAMILTON ISLAND,SYDNEY
598,SYDNEY,MORNINGTON ISLAND
599,THURSDAY ISLAND,CANBERRA
600,MERIMBULA,GOLD COAST
601,SYDNEY,CAIRNS
602,SYDNEY,MELBOURNE
604,PERTH,OLYMPIC DAM
605,BRISBANE,SYDNEY
606,THURSDAY ISLAND,SYDNEY
607,PORT HEDLAND,EMERALD
608,GROOTE EYLANDT,MELBOURNE
609,SYDNEY,CAIRNS
610,GRIFFITH,SYDNEY
611,SYDNEY,PERTH
612,MELBOURNE,ALICE SPRINGS
613,SYDNEY,DARWIN
614,KALGOORLIE,SYDNEY
615,CAIRNS,BRISBANE
616,SYDNEY,ROCKHAMPTON
617,BRISBANE,MELBOURNE
618,GOLD COAST,BURNIE
619,PARABURDOO,PERTH
620,SYDNEY,BRISBANE
621,AYERS ROCK,NEWCASTLE
622,SYDNEY,LEARMONTH
623,ADELAIDE,PERTH
624,MELBOURNE,BRISBANE
625,BRISBANE,PERTH
626,SYDNEY,MELBOURNE
627,BROOME,MELBOURNE
628,BRISBANE,MELBOURNE
629,COFFS HARBOUR,ADELAIDE
630,SYDNEY,TAMWORTH
631,MELBOURNE,BRISBANE
632,LAUNCESTON,ADELAIDE
633,MELBOURNE,TOWNSVILLE
634,SYDNEY,CANBERRA
635,TOWNSVILLE,NEWCASTLE
636,BRISBANE,SYDNEY
637,PERTH,SYDNEY
638,SYDNEY,MELBOURNE
640,MELBOURNE,MOUNT GAMBIER
641,BRISBANE,MELBOURNE
642,BRISBANE,BALLINA
643,TOWNSVILLE,PERTH
644,LAUNCESTON,MELBOURNE
645,ADELAIDE,SYDNEY
646,ROCKHAMPTON,SYDNEY
647,ADELAIDE,SYDNEY
648,NEWCASTLE,BRISBANE
649,LONGREACH,GOLD COAST
650,CAIRNS,CANBERRA
651,BRISBANE,PERTH
652,MELBOURNE,HERVEY BAY
653,TOWNSVILLE,WHYALLA
654,SYDNEY,PERTH
655,SYDNEY,ADELAIDE
656,EDWARD RIVER,LAUNCESTON
657,MELBOURNE,CAIRNS
658,BRISBANE,TOWNSVILLE
659,ADELAIDE,MELBOURNE
660,MELBOURNE,SYDNEY
661,SYDNEY,MOREE
662,PORT MACQUARIE,SYDNEY
663,PERTH,CAIRNS
664,HAMILTON ISLAND,BRISBANE
665,MELBOURNE,CAIRNS
666,DARWIN,SYDNEY
668,PERTH,CANBERRA
669,GOLD COAST,SYDNEY
670,SYDNEY,GOLD COAST
671,ALICE SPRINGS,SYDNEY
672,PERTH,MELBOURNE
673,KARRATHA,WHYALLA
675,BURNIE,ADELAIDE
676,SYDNEY,BRISBANE
677,AYERS ROCK,DARWIN
678,CAIRNS,SYDNEY
679,SYDNEY,CANBERRA
680,SYDNEY,MCARTHUR RIVER
681,SYDNEY,CAIRNS
682,KARRATHA,SYDNEY
683,MELBOURNE,PERTH
684,MELBOURNE,ROCKHAMPTON
685,BRISBANE,SYDNEY
686,CAIRNS,MELBOURNE
687,KARRATHA,THURSDAY ISLAND
688,ADELAIDE,CANBERRA
690,ALBURY,SYDNEY
691,TOWNSVILLE,PARKES
692,PERTH,ALBANY
693,BRISBANE,MELBOURNE
695,ADELAIDE,DUBBO
696,CAIRNS,HOBART
697,BROOME,KALGOORLIE
698,MELBOURNE,BRISBANE
699,PERTH,ALICE SPRINGS
700,GOLD COAST,MELBOURNE
701,DARWIN,BRISBANE
702,ADELAIDE,BRISBANE
703,BRISBANE,MELBOURNE
704,BRISBANE,MORANBAH
705,SYDNEY,MELBOURNE
706,SYDNEY,LAUNCESTON
707,MELBOURNE,MOUNT GAMBIER
708,PERTH,BRISBANE
709,ROCKHAMPTON,SYDNEY
710,CAIRNS,PERTH
712,CAIRNS,GOLD COAST
713,MELBOURNE,BRISBANE
714,GRIFFITH,GOLD COAST
715,BRISBANE,PERTH
716,DARWIN,BRISBANE
717,KARRATHA,BRISBANE
718,ADELAIDE,PERTH
719,THURSDAY ISLAND,CARNARVON
720,BRISBANE,ADELAIDE
721,MELBOURNE,SYDNEY
722,GOLD COAST,BRISBANE
724,CAIRNS,TOWNSVILLE
725,MELBOURNE,NEWMAN
726,TOWNSVILLE,LAUNCESTON
727,MANINGRIDA,MACKAY
729,PERTH,BURNIE
730,TOWNSVILLE,LOCKHART RIVER
731,CANBERRA,TOWNSVILLE
732,ROCKHAMPTON,COOKTOWN
733,SYDNEY,MELBOURNE
734,SYDNEY,DARWIN
735,HOBART,BRISBANE
736,SYDNEY,PARKES
737,MELBOURNE,BRISBANE
738,MELBOURNE,SYDNEY
739,LAUNCESTON,BRISBANE
740,GOLD COAST,SYDNEY
741,MELBOURNE,BROOME
742,SYDNEY,GOLD COAST
743,BRISBANE,SYDNEY
745,SYDNEY,ADELAIDE
746,SYDNEY,ADELAIDE
747,MELBOURNE,TAMWORTH
748,SYDNEY,BRISBANE
749,CAIRNS,PERTH
750,MOUNT ISA,BRISBANE
751,CAIRNS,GROOTE EYLANDT
752,ADELAIDE,SYDNEY
753,MELBOURNE,SYDNEY
754,CLONCURRY,PERTH
755,CAIRNS,ADELAIDE
756,ADELAIDE,MELBOURNE
757,PALM ISLAND,MELBOURNE
758,BRISBANE,SYDNEY
759,HOBART,ADELAIDE
760,DARWIN,MELBOURNE
761,BRISBANE,CANBERRA
762,SYDNEY,BRISBANE
763,PORT LINCOLN,BRISBANE
764,DUBBO,LAUNCESTON
765,BRISBANE,SYDNEY
766,BRISBANE,SYDNEY
767,LAUNCESTON,DARWIN
768,PERTH,SYDNEY
769,SYDNEY,BRISBANE
770,SYDNEY,ROCKHAMPTON
771,BUNDABERG,SYDNEY
772,BAMAGA,MELBOURNE
773,ALBURY,MELBOURNE
774,SYDNEY,BRISBANE
775,MELBOURNE,SYDNEY
776,BRISBANE,ADELAIDE
778,SYDNEY,MELBOURNE
779,SYDNEY,ADELAIDE
780,MELBOURNE,PERTH
781,PERTH,PALM ISLAND
782,MORANBAH,MELBOURNE
783,MELBOURNE,SYDNEY
784,MELBOURNE,TAMWORTH
785,SYDNEY,TOWNSVILLE
786,PERTH,PORT HEDLAND
787,BROKEN HILL,COFFS HARBOUR
788,CAIRNS,GOVE
789,ADELAIDE,MELBOURNE
790,BRISBANE,GOLD COAST
791,MACKAY,SYDNEY
792,CAIRNS,MELBOURNE
793,LAUNCESTON,BRISBANE
794,BRISBANE,MELBOURNE
795,MERIMBULA,CANBERRA
796,KALGOORLIE,PERTH
797,SYDNEY,TOWNSVILLE
798,PERTH,MELBOURNE
799,NEWMAN,SYDNEY
800,SYDNEY,ROMA
801,SYDNEY,CAIRNS
802,ADELAIDE,CAIRNS
803,PERTH,SYDNEY
804,GOLD COAST,TOWNSVILLE
805,GOLD COAST,ADELAIDE
806,MELBOURNE,PORT MACQUARIE
807,MELBOURNE,SYDNEY
808,SYDNEY,BUNDABERG
809,MELBOURNE,BRISBANE
810,MACKAY,SYDNEY
812,LAUNCESTON,SYDNEY
813,BRISBANE,MELBOURNE
814,ADELAIDE,BRISBANE
815,CAIRNS,CANBERRA
817,SYDNEY,MELBOURNE
818,BRISBANE,ADELAIDE
819,CAIRNS,ALBANY
820,CAIRNS,NEWCASTLE
821,DUBBO,CANBERRA
822,BRISBANE,SYDNEY
823,MELBOURNE,BRISBANE
824,BATHURST ISLAND,SYDNEY
825,MELBOURNE,MANINGRIDA
827,PERTH,TOOWOOMBA WELLCAMP
828,SYDNEY,MELBOURNE
829,CANBERRA,SYDNEY
830,MELBOURNE,GOLD COAST
831,MELBOURNE,KING ISLAND
832,BRISBANE,PERTH
833,MELBOURNE,KALGOORLIE
834,ROCKHAMPTON,FLINDERS ISLAND
835,BRISBANE,ADELAIDE
836,MILDURA,MELBOURNE
837,SYDNEY,ADELAIDE
838,THURSDAY ISLAND,MELBOURNE
840,SYDNEY,KARRATHA
841,GLADSTONE,THURSDAY ISLAND
842,MILDURA,BRISBANE
843,MELBOURNE,BRISBANE
844,MELBOURNE,SYDNEY
845,SYDNEY,MELBOURNE
846,MELBOURNE,SYDNEY
847,ALBANY,EMERALD
848,SUNSHINE COAST,ARMIDALE
849,BRISBANE,SYDNEY
850,GRIFFITH,THURSDAY ISLAND
851,BRISBANE,BROKEN HILL
852,BRISBANE,ADELAIDE
853,BRISBANE,ADELAIDE
854,PERTH,SYDNEY
855,HERVEY BAY,SYDNEY
856,HERVEY BAY,DEVONPORT
857,SYDNEY,ADELAIDE
858,WHYALLA,DARWIN
859,DUBBO,MELBOURNE
860,HOBART,SYDNEY
861,BRISBANE,CANBERRA
862,MOUNT ISA,BRISBANE
863,PERTH,THURSDAY ISLAND
864,LAUNCESTON,BRISBANE
865,BRISBANE,CAIRNS
866,BALLINA,SYDNEY
867,ADELAIDE,SYDNEY
868,SYDNEY,PERTH
869,GLADSTONE,ADELAIDE
870,MOREE,MELBOURNE
871,ADELAIDE,PERTH
872,BRISBANE,PERTH
873,SYDNEY,BRISBANE
875,SYDNEY,MELBOURNE
876,SYDNEY,TOWNSVILLE
877,MACKAY,NEWCASTLE
878,SYDNEY,ADELAIDE
879,PORT LINCOLN,DARWIN
880,ADELAIDE,MCARTHUR RIVER
881,TOWNSVILLE,GOLD COAST
882,ADELAIDE,BRISBANE
883,MELBOURNE,LONGREACH
884,KING ISLAND,MELBOURNE
885,DUBBO,MELBOURNE
886,SYDNEY,BRISBANE
888,SYDNEY,MELBOURNE
889,TOOWOOMBA WELLCAMP,SYDNEY
891,NEWCASTLE,LAUNCESTON
892,PERTH,SYDNEY
893,SYDNEY,TOWNSVILLE
895,BRISBANE,ADELAIDE
896,BURNIE,ADELAIDE
897,MELBOURNE,SYDNEY
898,SYDNEY,GOLD COAST
899,BRISBANE,HAMILTON ISLAND
