,Airport_From,Airport_To
151,MELBOURNE,GOVE
152,MELBOURNE,LONGREACH
153,MELBOURNE,COOKTOWN
154,MELBOURNE,GERALDTON
155,MELBOURNE,MANINGRIDA
156,MELBOURNE,WEIPA
157,MELBOURNE,WOLLONGONG
158,MELBOURNE,LORD_HOWE_ISLAND
159,MELBOURNE,CEDUNA
160,MELBOURNE,CHARLEVILLE
161,MELBOURNE,MOREE
162,MELBOURNE,LEARMONTH
163,MELBOURNE,CARNARVON
164,MELBOURNE,KOWANYAMA
165,MELBOURNE,GROOTE_EYLANDT
166,MELBOURNE,CLONCURRY
167,MELBOURNE,EDWARD_RIVER
168,MELBOURNE,BAMAGA
169,MELBOURNE,MORNINGTON_ISLAND
170,MELBOURNE,AURUKUN
171,MELBOURNE,LOCKHART_RIVER
172,MELBOURNE,MCARTHUR_RIVER
173,MELBOURNE,NORFOLK_ISLAND
174,MELBOURNE,CHRISTMAS_ISLAND
175,MELBOURNE,COCOS_ISLAND
176,BRISBANE,SYDNEY
177,BRISBANE,MELBOURNE
178,BRISBANE,ADELAIDE
179,BRISBANE,PERTH
180,BRISBANE,CAIRNS
181,BRISBANE,CANBERRA
182,BRISBANE,GOLD_COAST
183,BRISBANE,TOWNSVILLE
184,BRISBANE,DARWIN
185,BRISBANE,HOBART
186,BRISBANE,LAUNCESTON
187,BRISBANE,NEWCASTLE
188,BRISBANE,MACKAY
189,BRISBANE,ROCKHAMPTON
190,BRISBANE,SUNSHINE_COAST
191,BRISBANE,DUBBO
192,BRISBANE,ALBURY
193,BRISBANE,PORT_LINCOLN
194,BRISBANE,WAGGA_WAGGA
195,BRISBANE,ALICE_SPRINGS
196,BRISBANE,MILDURA
197,BRISBANE,THURSDAY_ISLAND
198,BRISBANE,KARRATHA
199,BRISBANE,COFFS_HARBOUR
200,BRISBANE,KING_ISLAND
201,BRISBANE,PALM_ISLAND
202,BRISBANE,BROOME
203,BRISBANE,ARMIDALE
204,BRISBANE,TAMWORTH
205,BRISBANE,MOUNT_ISA
206,BRISBANE,GLADSTONE
207,BRISBANE,GRIFFITH
208,BRISBANE,ESSENDON_FIELDS
209,BRISBANE,EMERALD
210,BRISBANE,PORT_HEDLAND
211,BRISBANE,HAMILTON_ISLAND
212,BRISBANE,PORT_MACQUARIE
213,BRISBANE,BALLINA
214,BRISBANE,NEWMAN
215,BRISBANE,WHYALLA
216,BRISBANE,AYERS_ROCK
217,BRISBANE,BURNIE
218,BRISBANE,KALGOORLIE
219,BRISBANE,ORANGE
220,BRISBANE,MOUNT_GAMBIER
221,BRISBANE,BUNDABERG
222,BRISBANE,BROKEN_HILL
223,BRISBANE,MERIMBULA
224,BRISBANE,TOOWOOMBA_WELLCAMP
225,BRISBANE,HERVEY_BAY
226,BRISBANE,PROSERPINE
227,BRISBANE,DEVONPORT
228,BRISBANE,BATHURST_ISLAND
229,BRISBANE,MORANBAH
230,BRISBANE,PARABURDOO
231,BRISBANE,ALBANY
232,BRISBANE,KINGSCOTE
233,BRISBANE,ROMA
234,BRISBANE,PARKES
235,BRISBANE,KUNUNURRA
236,BRISBANE,OLYMPIC_DAM
237,BRISBANE,ESPERANCE
238,BRISBANE,FLINDERS_ISLAND
239,BRISBANE,GOVE
240,BRISBANE,LONGREACH
241,BRISBANE,COOKTOWN
242,BRISBANE,GERALDTON
243,BRISBANE,MANINGRIDA
244,BRISBANE,WEIPA
245,BRISBANE,WOLLONGONG
246,BRISBANE,LORD_HOWE_ISLAND
247,BRISBANE,CEDUNA
248,BRISBANE,CHARLEVILLE
249,BRISBANE,MOREE
250,BRISBANE,LEARMONTH
251,BRISBANE,CARNARVON
252,BRISBANE,KOWANYAMA
253,BRISBANE,GROOTE_EYLANDT
254,BRISBANE,CLONCURRY
255,BRISBANE,EDWARD_RIVER
256,BRISBANE,BAMAGA
257,BRISBANE,MORNINGTON_ISLAND
258,BRISBANE,AURUKUN
259,BRISBANE,LOCKHART_RIVER
260,BRISBANE,MCARTHUR_RIVER
261,BRISBANE,NORFOLK_ISLAND
262,BRISBANE,CHRISTMAS_ISLAND
263,BRISBANE,COCOS_ISLAND
264,ADELAIDE,SYDNEY
265,ADELAIDE,MELBOURNE
266,ADELAIDE,BRISBANE
267,ADELAIDE,PERTH
268,ADELAIDE,CAIRNS
269,ADELAIDE,CANBERRA
270,ADELAIDE,GOLD_COAST
271,ADELAIDE,TOWNSVILLE
272,ADELAIDE,DARWIN
273,ADELAIDE,HOBART
274,ADELAIDE,LAUNCESTON
275,ADELAIDE,NEWCASTLE
276,ADELAIDE,MACKAY
277,ADELAIDE,ROCKHAMPTON
278,ADELAIDE,SUNSHINE_COAST
279,ADELAIDE,DUBBO
280,ADELAIDE,ALBURY
281,ADELAIDE,PORT_LINCOLN
282,ADELAIDE,WAGGA_WAGGA
283,ADELAIDE,ALICE_SPRINGS
284,ADELAIDE,MILDURA
285,ADELAIDE,THURSDAY_ISLAND
286,ADELAIDE,KARRATHA
287,ADELAIDE,COFFS_HARBOUR
288,ADELAIDE,KING_ISLAND
289,ADELAIDE,PALM_ISLAND
290,ADELAIDE,BROOME
291,ADELAIDE,ARMIDALE
292,ADELAIDE,TAMWORTH
293,ADELAIDE,MOUNT_ISA
294,ADELAIDE,GLADSTONE
295,ADELAIDE,GRIFFITH
296,ADELAIDE,ESSENDON_FIELDS
297,ADELAIDE,EMERALD
298,ADELAIDE,PORT_HEDLAND
299,ADELAIDE,HAMILTON_ISLAND
300,ADELAIDE,PORT_MACQUARIE
301,ADELAIDE,BALLINA
302,ADELAIDE,NEWMAN
303,ADELAIDE,WHYALLA
304,ADELAIDE,AYERS_ROCK
305,ADELAIDE,BURNIE
306,ADELAIDE,KALGOORLIE
307,ADELAIDE,ORANGE
308,ADELAIDE,MOUNT_GAMBIER
309,ADELAIDE,BUNDABERG
310,ADELAIDE,BROKEN_HILL
311,ADELAIDE,MERIMBULA
312,ADELAIDE,TOOWOOMBA_WELLCAMP
313,ADELAIDE,HERVEY_BAY
314,ADELAIDE,PROSERPINE
315,ADELAIDE,DEVONPORT
316,ADELAIDE,BATHURST_ISLAND
317,ADELAIDE,MORANBAH
318,ADELAIDE,PARABURDOO
319,ADELAIDE,ALBANY
320,ADELAIDE,KINGSCOTE
321,ADELAIDE,ROMA
322,ADELAIDE,PARKES
323,ADELAIDE,KUNUNURRA
324,ADELAIDE,OLYMPIC_DAM
325,ADELAIDE,ESPERANCE
326,ADELAIDE,FLINDERS_ISLAND
327,ADELAIDE,GOVE
328,ADELAIDE,LONGREACH
329,ADELAIDE,COOKTOWN
330,ADELAIDE,GERALDTON
331,ADELAIDE,MANINGRIDA
332,ADELAIDE,WEIPA
333,ADELAIDE,WOLLONGONG
334,ADELAIDE,LORD_HOWE_ISLAND
335,ADELAIDE,CEDUNA
336,ADELAIDE,CHARLEVILLE
337,ADELAIDE,MOREE
338,ADELAIDE,LEARMONTH
339,ADELAIDE,CARNARVON
340,ADELAIDE,KOWANYAMA
341,ADELAIDE,GROOTE_EYLANDT
342,ADELAIDE,CLONCURRY
343,ADELAIDE,EDWARD_RIVER
344,ADELAIDE,BAMAGA
345,ADELAIDE,MORNINGTON_ISLAND
346,ADELAIDE,AURUKUN
347,ADELAIDE,LOCKHART_RIVER
348,ADELAIDE,MCARTHUR_RIVER
349,ADELAIDE,NORFOLK_ISLAND
350,ADELAIDE,CHRISTMAS_ISLAND
351,ADELAIDE,COCOS_ISLAND
352,PERTH,SYDNEY
353,PERTH,MELBOURNE
354,PERTH,BRISBANE
355,PERTH,ADELAIDE
356,PERTH,CAIRNS
357,PERTH,CANBERRA
358,PERTH,GOLD_COAST
359,PERTH,TOWNSVILLE
360,PERTH,DARWIN
361,PERTH,HOBART
362,PERTH,LAUNCESTON
363,PERTH,NEWCASTLE
364,PERTH,MACKAY
365,PERTH,ROCKHAMPTON
366,PERTH,SUNSHINE_COAST
367,PERTH,DUBBO
368,PERTH,ALBURY
369,PERTH,PORT_LINCOLN
370,PERTH,WAGGA_WAGGA
371,PERTH,ALICE_SPRINGS
372,PERTH,MILDURA
373,PERTH,THURSDAY_ISLAND
374,PERTH,KARRATHA
375,PERTH,COFFS_HARBOUR
376,PERTH,KING_ISLAND
377,PERTH,PALM_ISLAND
378,PERTH,BROOME
379,PERTH,ARMIDALE
380,PERTH,TAMWORTH
381,PERTH,MOUNT_ISA
382,PERTH,GLADSTONE
383,PERTH,GRIFFITH
384,PERTH,ESSENDON_FIELDS
385,PERTH,EMERALD
386,PERTH,PORT_HEDLAND
387,PERTH,HAMILTON_ISLAND
388,PERTH,PORT_MACQUARIE
389,PERTH,BALLINA
390,PERTH,NEWMAN
391,PERTH,WHYALLA
392,PERTH,AYERS_ROCK
393,PERTH,BURNIE
394,PERTH,KALGOORLIE
395,PERTH,ORANGE
396,PERTH,MOUNT_GAMBIER
397,PERTH,BUNDABERG
398,PERTH,BROKEN_HILL
399,PERTH,MERIMBULA
400,PERTH,TOOWOOMBA_WELLCAMP
401,PERTH,HERVEY_BAY
402,PERTH,PROSERPINE
403,PERTH,DEVONPORT
404,PERTH,BATHURST_ISLAND
405,PERTH,MORANBAH
406,PERTH,PARABURDOO
407,PERTH,ALBANY
408,PERTH,KINGSCOTE
409,PERTH,ROMA
410,PERTH,PARKES
411,PERTH,KUNUNURRA
412,PERTH,OLYMPIC_DAM
413,PERTH,ESPERANCE
414,PERTH,FLINDERS_ISLAND
415,PERTH,GOVE
416,PERTH,LONGREACH
417,PERTH,COOKTOWN
418,PERTH,GERALDTON
419,PERTH,MANINGRIDA
420,PERTH,WEIPA
421,PERTH,WOLLONGONG
422,PERTH,LORD_HOWE_ISLAND
423,PERTH,CEDUNA
424,PERTH,CHARLEVILLE
425,PERTH,MOREE
426,PERTH,LEARMONTH
427,PERTH,CARNARVON
428,PERTH,KOWANYAMA
429,PERTH,GROOTE_EYLANDT
430,PERTH,CLONCURRY
431,PERTH,EDWARD_RIVER
432,PERTH,BAMAGA
433,PERTH,MORNINGTON_ISLAND
434,PERTH,AURUKUN
435,PERTH,LOCKHART_RIVER
436,PERTH,MCARTHUR_RIVER
437,PERTH,NORFOLK_ISLAND
438,PERTH,CHRISTMAS_ISLAND
439,PERTH,COCOS_ISLAND
440,CAIRNS,SYDNEY
441,CAIRNS,MELBOURNE
442,CAIRNS,BRISBANE
443,CAIRNS,ADELAIDE
444,CAIRNS,PERTH
445,CAIRNS,CANBERRA
446,CAIRNS,GOLD_COAST
447,CAIRNS,TOWNSVILLE
448,CAIRNS,DARWIN
449,CAIRNS,HOBART
450,CAIRNS,LAUNCESTON
451,CAIRNS,NEWCASTLE
452,CAIRNS,MACKAY
453,CAIRNS,ROCKHAMPTON
454,CAIRNS,SUNSHINE_COAST
455,CAIRNS,DUBBO
456,CAIRNS,ALBURY
457,CAIRNS,PORT_LINCOLN
458,CAIRNS,WAGGA_WAGGA
459,CAIRNS,ALICE_SPRINGS
460,CAIRNS,MILDURA
461,CAIRNS,THURSDAY_ISLAND
462,CAIRNS,KARRATHA
463,CAIRNS,COFFS_HARBOUR
464,CAIRNS,KING_ISLAND
465,CAIRNS,PALM_ISLAND
466,CAIRNS,BROOME
467,CAIRNS,ARMIDALE
468,CAIRNS,TAMWORTH
469,CAIRNS,MOUNT_ISA
470,CAIRNS,GLADSTONE
471,CAIRNS,GRIFFITH
472,CAIRNS,ESSENDON_FIELDS
473,CAIRNS,EMERALD
474,CAIRNS,PORT_HEDLAND
475,CAIRNS,HAMILTON_ISLAND
476,CAIRNS,PORT_MACQUARIE
477,CAIRNS,BALLINA
478,CAIRNS,NEWMAN
479,CAIRNS,WHYALLA
480,CAIRNS,AYERS_ROCK
481,CAIRNS,BURNIE
482,CAIRNS,KALGOORLIE
483,CAIRNS,ORANGE
484,CAIRNS,MOUNT_GAMBIER
485,CAIRNS,BUNDABERG
486,CAIRNS,BROKEN_HILL
487,CAIRNS,MERIMBULA
488,CAIRNS,TOOWOOMBA_WELLCAMP
489,CAIRNS,HERVEY_BAY
490,CAIRNS,PROSERPINE
491,CAIRNS,DEVONPORT
492,CAIRNS,BATHURST_ISLAND
493,CAIRNS,MORANBAH
494,CAIRNS,PARABURDOO
495,CAIRNS,ALBANY
496,CAIRNS,KINGSCOTE
497,CAIRNS,ROMA
498,CAIRNS,PARKES
499,CAIRNS,KUNUNURRA
500,CAIRNS,OLYMPIC_DAM
501,CAIRNS,ESPERANCE
502,CAIRNS,FLINDERS_ISLAND
503,CAIRNS,GOVE
504,CAIRNS,LONGREACH
505,CAIRNS,COOKTOWN
506,CAIRNS,GERALDTON
507,CAIRNS,MANINGRIDA
508,CAIRNS,WEIPA
509,CAIRNS,WOLLONGONG
510,CAIRNS,LORD_HOWE_ISLAND
511,CAIRNS,CEDUNA
512,CAIRNS,CHARLEVILLE
513,CAIRNS,MOREE
514,CAIRNS,LEARMONTH
515,CAIRNS,CARNARVON
516,CAIRNS,KOWANYAMA
517,CAIRNS,GROOTE_EYLANDT
518,CAIRNS,CLONCURRY
519,CAIRNS,EDWARD_RIVER
520,CAIRNS,BAMAGA
521,CAIRNS,MORNINGTON_ISLAND
522,CAIRNS,AURUKUN
523,CAIRNS,LOCKHART_RIVER
524,CAIRNS,MCARTHUR_RIVER
525,CAIRNS,NORFOLK_ISLAND
526,CAIRNS,CHRISTMAS_ISLAND
527,CAIRNS,COCOS_ISLAND
528,CANBERRA,SYDNEY
529,CANBERRA,MELBOURNE
530,CANBERRA,BRISBANE
531,CANBERRA,ADELAIDE
532,CANBERRA,PERTH
533,CANBERRA,CAIRNS
534,CANBERRA,GOLD_COAST
535,CANBERRA,TOWNSVILLE
536,CANBERRA,DARWIN
537,CANBERRA,HOBART
538,CANBERRA,LAUNCESTON
539,CANBERRA,NEWCASTLE
540,CANBERRA,MACKAY
541,CANBERRA,ROCKHAMPTON
542,CANBERRA,SUNSHINE_COAST
543,CANBERRA,DUBBO
544,CANBERRA,ALBURY
545,CANBERRA,PORT_LINCOLN
546,CANBERRA,WAGGA_WAGGA
547,CANBERRA,ALICE_SPRINGS
548,CANBERRA,MILDURA
549,CANBERRA,THURSDAY_ISLAND
550,CANBERRA,KARRATHA
551,CANBERRA,COFFS_HARBOUR
552,CANBERRA,KING_ISLAND
553,CANBERRA,PALM_ISLAND
554,CANBERRA,BROOME
555,CANBERRA,ARMIDALE
556,CANBERRA,TAMWORTH
557,CANBERRA,MOUNT_ISA
558,CANBERRA,GLADSTONE
559,CANBERRA,GRIFFITH
560,CANBERRA,ESSENDON_FIELDS
561,CANBERRA,EMERALD
562,CANBERRA,PORT_HEDLAND
563,CANBERRA,HAMILTON_ISLAND
564,CANBERRA,PORT_MACQUARIE
565,CANBERRA,BALLINA
566,CANBERRA,NEWMAN
567,CANBERRA,WHYALLA
568,CANBERRA,AYERS_ROCK
569,CANBERRA,BURNIE
570,CANBERRA,KALGOORLIE
571,CANBERRA,ORANGE
572,CANBERRA,MOUNT_GAMBIER
573,CANBERRA,BUNDABERG
574,CANBERRA,BROKEN_HILL
575,CANBERRA,MERIMBULA
576,CANBERRA,TOOWOOMBA_WELLCAMP
577,CANBERRA,HERVEY_BAY
578,CANBERRA,PROSERPINE
579,CANBERRA,DEVONPORT
580,CANBERRA,BATHURST_ISLAND
581,CANBERRA,MORANBAH
582,CANBERRA,PARABURDOO
583,CANBERRA,ALBANY
584,CANBERRA,KINGSCOTE
585,CANBERRA,ROMA
586,CANBERRA,PARKES
587,CANBERRA,KUNUNURRA
588,CANBERRA,OLYMPIC_DAM
589,CANBERRA,ESPERANCE
590,CANBERRA,FLINDERS_ISLAND
591,CANBERRA,GOVE
592,CANBERRA,LONGREACH
593,CANBERRA,COOKTOWN
594,CANBERRA,GERALDTON
595,CANBERRA,MANINGRIDA
596,CANBERRA,WEIPA
597,CANBERRA,WOLLONGONG
598,CANBERRA,LORD_HOWE_ISLAND
599,CANBERRA,CEDUNA
600,CANBERRA,CHARLEVILLE
601,CANBERRA,MOREE
602,CANBERRA,LEARMONTH
603,CANBERRA,CARNARVON
604,CANBERRA,KOWANYAMA
605,CANBERRA,GROOTE_EYLANDT
606,CANBERRA,CLONCURRY
607,CANBERRA,EDWARD_RIVER
608,CANBERRA,BAMAGA
609,CANBERRA,MORNINGTON_ISLAND
610,CANBERRA,AURUKUN
611,CANBERRA,LOCKHART_RIVER
612,CANBERRA,MCARTHUR_RIVER
613,CANBERRA,NORFOLK_ISLAND
614,CANBERRA,CHRISTMAS_ISLAND
615,CANBERRA,COCOS_ISLAND
616,GOLD_COAST,SYDNEY
617,GOLD_COAST,MELBOURNE
618,GOLD_COAST,BRISBANE
619,GOLD_COAST,ADELAIDE
620,GOLD_COAST,PERTH
621,GOLD_COAST,CAIRNS
622,GOLD_COAST,CANBERRA
623,GOLD_COAST,TOWNSVILLE
624,GOLD_COAST,DARWIN
625,GOLD_COAST,HOBART
626,GOLD_COAST,LAUNCESTON
627,GOLD_COAST,NEWCASTLE
628,GOLD_COAST,MACKAY
629,GOLD_COAST,ROCKHAMPTON
630,GOLD_COAST,SUNSHINE_COAST
631,GOLD_COAST,DUBBO
632,GOLD_COAST,ALBURY
633,GOLD_COAST,PORT_LINCOLN
634,GOLD_COAST,WAGGA_WAGGA
635,GOLD_COAST,ALICE_SPRINGS
636,GOLD_COAST,MILDURA
637,GOLD_COAST,THURSDAY_ISLAND
638,GOLD_COAST,KARRATHA
639,GOLD_COAST,COFFS_HARBOUR
640,GOLD_COAST,KING_ISLAND
641,GOLD_COAST,PALM_ISLAND
642,GOLD_COAST,BROOME
643,GOLD_COAST,ARMIDALE
644,GOLD_COAST,TAMWORTH
645,GOLD_COAST,MOUNT_ISA
646,GOLD_COAST,GLADSTONE
647,GOLD_COAST,GRIFFITH
648,GOLD_COAST,ESSENDON_FIELDS
649,GOLD_COAST,EMERALD
650,GOLD_COAST,PORT_HEDLAND
651,GOLD_COAST,HAMILTON_ISLAND
652,GOLD_COAST,PORT_MACQUARIE
653,GOLD_COAST,BALLINA
654,GOLD_COAST,NEWMAN
655,GOLD_COAST,WHYALLA
656,GOLD_COAST,AYERS_ROCK
657,GOLD_COAST,BURNIE
658,GOLD_COAST,KALGOORLIE
659,GOLD_COAST,ORANGE
660,GOLD_COAST,MOUNT_GAMBIER
661,GOLD_COAST,BUNDABERG
662,GOLD_COAST,BROKEN_HILL
663,GOLD_COAST,MERIMBULA
664,GOLD_COAST,TOOWOOMBA_WELLCAMP
665,GOLD_COAST,HERVEY_BAY
666,GOLD_COAST,PROSERPINE
667,GOLD_COAST,DEVONPORT
668,GOLD_COAST,BATHURST_ISLAND
669,GOLD_COAST,MORANBAH
670,GOLD_COAST,PARABURDOO
671,GOLD_COAST,ALBANY
672,GOLD_COAST,KINGSCOTE
673,GOLD_COAST,ROMA
674,GOLD_COAST,PARKES
675,GOLD_COAST,KUNUNURRA
676,GOLD_COAST,OLYMPIC_DAM
677,GOLD_COAST,ESPERANCE
678,GOLD_COAST,FLINDERS_ISLAND
679,GOLD_COAST,GOVE
680,GOLD_COAST,LONGREACH
681,GOLD_COAST,COOKTOWN
682,GOLD_COAST,GERALDTON
683,GOLD_COAST,MANINGRIDA
684,GOLD_COAST,WEIPA
685,GOLD_COAST,WOLLONGONG
686,GOLD_COAST,LORD_HOWE_ISLAND
687,GOLD_COAST,CEDUNA
688,GOLD_COAST,CHARLEVILLE
689,GOLD_COAST,MOREE
690,GOLD_COAST,LEARMONTH
691,GOLD_COAST,CARNARVON
692,GOLD_COAST,KOWANYAMA
693,GOLD_COAST,GROOTE_EYLANDT
694,GOLD_COAST,CLONCURRY
695,GOLD_COAST,EDWARD_RIVER
696,GOLD_COAST,BAMAGA
697,GOLD_COAST,MORNINGTON_ISLAND
698,GOLD_COAST,AURUKUN
699,GOLD_COAST,LOCKHART_RIVER
700,GOLD_COAST,MCARTHUR_RIVER
701,GOLD_COAST,NORFOLK_ISLAND
702,GOLD_COAST,CHRISTMAS_ISLAND
703,GOLD_COAST,COCOS_ISLAND
704,TOWNSVILLE,SYDNEY
705,TOWNSVILLE,MELBOURNE
706,TOWNSVILLE,BRISBANE
707,TOWNSVILLE,ADELAIDE
708,TOWNSVILLE,PERTH
709,TOWNSVILLE,CAIRNS
710,TOWNSVILLE,CANBERRA
711,TOWNSVILLE,GOLD_COAST
712,TOWNSVILLE,DARWIN
713,TOWNSVILLE,HOBART
714,TOWNSVILLE,LAUNCESTON
715,TOWNSVILLE,NEWCASTLE
716,TOWNSVILLE,MACKAY
717,TOWNSVILLE,ROCKHAMPTON
718,TOWNSVILLE,SUNSHINE_COAST
719,TOWNSVILLE,DUBBO
720,TOWNSVILLE,ALBURY
721,TOWNSVILLE,PORT_LINCOLN
722,TOWNSVILLE,WAGGA_WAGGA
723,TOWNSVILLE,ALICE_SPRINGS
724,TOWNSVILLE,MILDURA
725,TOWNSVILLE,THURSDAY_ISLAND
726,TOWNSVILLE,KARRATHA
727,TOWNSVILLE,COFFS_HARBOUR
728,TOWNSVILLE,KING_ISLAND
729,TOWNSVILLE,PALM_ISLAND
730,TOWNSVILLE,BROOME
731,TOWNSVILLE,ARMIDALE
732,TOWNSVILLE,TAMWORTH
733,TOWNSVILLE,MOUNT_ISA
734,TOWNSVILLE,GLADSTONE
735,TOWNSVILLE,GRIFFITH
736,TOWNSVILLE,ESSENDON_FIELDS
737,TOWNSVILLE,EMERALD
738,TOWNSVILLE,PORT_HEDLAND
739,TOWNSVILLE,HAMILTON_ISLAND
740,TOWNSVILLE,PORT_MACQUARIE
741,TOWNSVILLE,BALLINA
742,TOWNSVILLE,NEWMAN
743,TOWNSVILLE,WHYALLA
744,TOWNSVILLE,AYERS_ROCK
745,TOWNSVILLE,BURNIE
746,TOWNSVILLE,KALGOORLIE
747,TOWNSVILLE,ORANGE
748,TOWNSVILLE,MOUNT_GAMBIER
749,TOWNSVILLE,BUNDABERG
750,TOWNSVILLE,BROKEN_HILL
751,TOWNSVILLE,MERIMBULA
752,TOWNSVILLE,TOOWOOMBA_WELLCAMP
753,TOWNSVILLE,HERVEY_BAY
754,TOWNSVILLE,PROSERPINE
755,TOWNSVILLE,DEVONPORT
756,TOWNSVILLE,BATHURST_ISLAND
757,TOWNSVILLE,MORANBAH
758,TOWNSVILLE,PARABURDOO
